title,project,listing_type,property_type,bedrooms,bathrooms,size_sqft,price,price_label,currency,image_url,description,is_featured,status,locale
Sunway Iskandar 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1347,2050,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Sunway Iskandar · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,725,2400,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Pinnacle Medini · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1383,2700,,MYR,https://images.unsplash.com/photo-1505142468610-359e7a316be0?w=800&q=80&sig=s3-5,Nusajaya Central · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,635,3000,,MYR,https://images.unsplash.com/photo-1544551763-46a013bb70d5?w=800&q=80&sig=s3-6,Medini Signature · 1-Bedroom rental in Medini. Featured. Viewing by appointment.,true,published,en
Legoland View 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1293,1750,,MYR,https://images.unsplash.com/photo-1566073771259-d722a7420013?w=800&q=80&sig=s3-7,Legoland View · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Sunway Iskandar 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,671,2050,,MYR,https://images.unsplash.com/photo-1545324418-cc1a3fa10c00?w=800&q=80&sig=s3-0,Sunway Iskandar · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Pinnacle Medini 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1329,2400,,MYR,https://images.unsplash.com/photo-1513584684374-8bab748f235c?w=800&q=80&sig=s3-1,Pinnacle Medini · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Nusajaya Central 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,707,2700,,MYR,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80&sig=s3-2,Nusajaya Central · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Medini Signature 3-Bedroom — Medini,Medini,rent,3-Bedroom Apartment,3,2,1365,3000,,MYR,https://images.unsplash.com/photo-1600596542815-ffad4c1539a9?w=800&q=80&sig=s3-3,Medini Signature · 3-Bedroom rental in Medini. Viewing by appointment.,false,published,en
Legoland View 1-Bedroom — Medini,Medini,rent,1-Bedroom Apartment,1,1,743,1750,,MYR,https://images.unsplash.com/photo-1505693416388-ac5ce068fe5e?w=800&q=80&sig=s3-4,Legoland View · 1-Bedroom rental in Medini. Viewing by appointment.,false,published,en
